#,Word 1,Word 2,Pos,Frq,Type,Level,s1,r1,s2,r2,s3,r3,s4,r4,s5,r5,s6,r6,s7,r7,s8,r8,s9,r9,s10,r10,s11,r11
1818,karam,yaproq,NOUN,1,mer,low,3,6,2,8,3,8,3,7,3,6,1,7,2,6,1,6,3,6,1,2,2,6
1820,payraha,dasta,NOUN,1,mer,low,2,4,2,4,2,6,3,4,3,5,0,0,3,5,2,6,2,6,0,2,1,5
1822,qo'shnilik,uy,NOUN,1,mer,low,2,6,1,6,3,7,3,7,3,6,2,7,2,6,1,5,1,8,2,8,1,6
1823,tabibchilik,dori,NOUN,1,mer,low,2,7,3,7,4,8,4,8,3,6,2,5,0,2,1,6,1,6,2,9,2,8
1824,tarozibon,tarozi,NOUN,1,mer,low,2,9,3,9,4,7,3,8,3,9,2,9,4,8,1,7,2,5,3,8,2,9
1825,toshbo'ron,tosh,NOUN,1,mer,low,2,6,3,8,3,8,3,7,3,6,4,9,3,5,1,5,1,3,2,7,3,9
1826,ufq,osmon,NOUN,1,mer,low,5,8,9,10,5,8,3,7,7,8,4,8,8,10,1,4,6,8,9,9,8,9
1827,zo'ravon,bosqinchi,NOUN,1,mer,low,3,8,5,6,7,9,5,7,4,8,8,9,6,8,4,7,5,8,8,7,4,8
1828,guruhla,birlashtir,VERB,795,mer,high,7,7,8,8,5,7,8,8,6,7,7,8,5,6,4,6,4,6,8,8,1,8
1829,uyg'unlashtir,muvofiqlashtirish,VERB,335,mer,oov,8,9,8,8,9,10,3,7,9,10,8,8,6,8,7,9,8,9,5,8,8,8
1830,aniqlashtir,tekshirtir,VERB,227,mer,high,4,7,4,6,4,5,5,6,4,5,7,8,3,4,2,5,3,5,8,6,7,8
1831,sezish,his qil,VERB,168,mer,high,3,7,8,9,7,8,8,9,8,9,9,9,4,5,4,6,3,5,3,6,8,8
1832,uyaltir,qizartir,VERB,24,mer,med,2,5,4,6,6,7,3,7,7,8,7,8,4,5,3,5,6,7,5,6,8,8
1833,shudgorlan,dala xaydash,VERB,19,mer,med,8,10,8,9,6,7,7,9,8,7,1,8,9,9,7,8,8,8,2,6,6,8
1834,ho'ngra,yig'la,VERB,11,mer,med,4,8,7,8,8,9,6,7,4,8,8,9,4,5,4,6,4,5,9,8,3,8
1835,ho'pla,ich,VERB,11,mer,med,3,6,7,8,6,8,4,6,4,6,7,8,6,8,4,6,3,5,8,7,4,8
1837,tamshan,yeyish,VERB,7,mer,med,3,8,6,8,7,8,5,8,4,8,8,8,5,8,4,6,3,5,2,2,6,8
1838,tambala,berkit,VERB,6,mer,med,6,8,6,8,5,6,3,5,3,5,6,8,2,4,5,7,3,4,8,10,4,7
1839,ayqash,aralash,VERB,5,mer,low,8,9,8,9,7,7,6,7,7,6,8,8,5,6,3,5,1,3,7,8,3,8
1840,egarlan,jabduqlan,VERB,5,mer,low,9,9,9,9,9,10,9,9,10,9,7,8,8,10,8,9,7,9,8,9,8,8
1841,ixtisoslan,mo'ljallan,VERB,5,mer,low,5,8,6,9,6,8,7,8,6,8,5,5,5,7,4,6,4,6,7,9,8,8
1842,loyqalat,to'zgit,VERB,3,mer,low,4,9,7,9,7,7,5,7,6,8,3,3,2,5,3,5,3,5,2,7,7,9
1843,randala,arrala,VERB,2,mer,low,7,9,8,9,4,5,2,6,3,8,4,5,8,9,4,6,3,7,9,8,7,8
1844,katta,yaqin,ADJ,29153,irr,high,0,1,0,0,0,0,0,1,0,0,2,2,0,0,1,3,0,1,2,2,1,2
1845,iqtisodiy,mafkuraviy,ADJ,18470,irr,high,0,0,0,0,0,0,1,1,0,0,3,3,2,8,1,2,0,3,8,6,1,4
1846,yuksak,qiziqqon,ADJ,8499,irr,high,1,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,2,1,1,2
1847,yagona,chiroyli,ADJ,4434,irr,high,0,1,0,0,0,1,0,0,0,1,2,6,1,2,0,1,0,1,2,2,2,6
1848,boshlang'ich,doimiy,ADJ,3175,irr,high,0,1,0,0,0,1,0,0,1,1,2,8,2,2,1,1,0,1,2,1,3,5
1849,muqaddas,ilg'or,ADJ,2742,irr,high,0,0,0,0,0,0,0,0,0,0,2,6,0,1,0,0,0,1,2,2,0,1
1850,xaqiqiy,zamonaviy,ADJ,2637,irr,oov2,1,4,0,1,0,2,2,4,0,1,3,6,3,5,1,2,1,2,2,2,3,7
1851,keskin,sobiq,ADJ,2306,irr,high,0,0,0,0,0,0,0,1,0,0,1,3,0,2,0,0,0,0,1,1,2,2
1852,sovuq,xolis,ADJ,1030,irr,high,1,5,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,4,8,6,8
1853,sodda,zaif,ADJ,718,irr,high,0,1,0,1,0,2,1,1,3,5,6,7,3,4,1,1,0,0,8,6,3,6
1854,gavjum,yorqin,ADJ,624,irr,high,3,3,0,1,0,1,0,0,0,1,2,6,1,2,0,1,0,1,1,2,1,1
1855,kambag'al,tekin,ADJ,236,irr,high,1,2,1,1,2,3,1,1,1,1,4,4,2,2,1,1,0,2,2,2,3,9
1856,badavlat,qurumsoq,ADJ,219,irr,high,1,9,0,1,1,1,0,9,0,2,4,9,2,5,1,2,0,2,1,5,2,4
1857,harom,tekis,ADJ,127,irr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,1
1858,samoviy,umumiy,ADJ,123,irr,high,1,2,0,0,0,1,0,1,0,0,1,3,1,1,1,2,1,0,2,2,2,4
1859,yaltiroq,yupqa,ADJ,93,irr,high,1,1,0,0,0,1,0,1,0,0,2,3,2,2,0,0,0,1,0,0,0,1
1860,mayda,qalin,ADJ,87,irr,high,1,2,0,3,0,1,0,1,0,0,2,9,1,1,1,3,0,4,0,1,3,8
1861,tansiq,quyuq,ADJ,59,irr,high,1,2,0,1,1,1,1,1,1,2,1,8,1,2,1,2,0,1,2,2,3,6
1862,dangasa,dovyurak,ADJ,50,irr,high,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,6,4,1,6
1863,surunkali,erta,ADJ,29,irr,med,2,4,0,0,0,1,0,1,2,2,1,3,1,2,1,2,1,2,2,2,3,5
1864,arzanda,malakali,ADJ,25,irr,med,2,4,0,0,0,0,0,0,0,1,1,7,2,2,0,0,0,0,0,1,0,1
1865,mujmal,dangasa,ADJ,21,irr,med,0,0,0,0,0,0,0,0,2,2,3,6,2,2,0,0,0,1,2,2,1,1
1866,sadoqatli,nomusli,ADJ,19,irr,med,1,7,4,4,0,1,3,3,1,2,2,7,0,0,1,1,0,1,6,7,7,8
1867,ohangdor,baland,ADJ,13,irr,med,3,6,0,2,1,1,1,2,4,5,7,9,2,5,2,3,1,2,5,7,6,7
1868,dardmand,kambag'al,ADJ,12,irr,med,1,2,0,0,1,2,1,1,0,2,1,3,0,2,1,1,1,3,0,8,1,2
1869,yumuq,shijoatli,ADJ,11,irr,med,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,2,3,6
1870,ezma,jizzaki,ADJ,9,irr,med,1,2,0,0,2,2,1,1,1,1,6,7,2,4,1,1,0,1,8,8,8,9
1871,hayosiz,mevasiz,ADJ,8,irr,med,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,2,3,6
1872,chapdast,ilmsiz,ADJ,7,irr,med,0,0,0,0,0,0,0,0,0,1,1,8,0,2,0,0,0,0,0,1,2,4
1873,sustkash,darmonsiz,ADJ,7,irr,med,1,2,0,2,2,3,2,4,1,3,8,9,1,1,3,5,2,5,8,7,6,7
1874,kamhosil,mustaqil,ADJ,3,irr,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1
1875,qiltiriq,jasoratli,ADJ,1,irr,low,0,1,0,0,0,2,0,1,0,1,1,2,1,6,1,2,1,2,2,9,6,6
1876,unumsiz,dardli,ADJ,1,irr,low,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,2,2,1,2
1877,yangi,yorqin,ADJ,1,irr,low,0,2,0,0,0,0,0,1,0,1,2,2,1,1,0,1,1,2,7,8,7,8
1878,jamiyat,ko'cha,NOUN,24655,irr,high,3,7,0,1,0,1,0,0,0,1,1,9,1,1,0,1,1,1,1,2,3,6
1879,talaba,mahalla,NOUN,14054,irr,high,0,0,0,0,0,0,0,0,0,0,1,6,1,1,0,0,0,0,0,0,1,2
1880,poytaxt,yo'llar,NOUN,6556,irr,high,0,1,1,2,0,1,0,1,2,3,3,6,2,8,1,1,1,2,2,2,1,2
1881,uyushma,hajm,NOUN,5246,irr,high,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,2
1882,mintaqa,imtihon,NOUN,4352,irr,high,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,8,1,1
1883,muloqot,uchrashuv,NOUN,4085,irr,high,3,5,0,1,2,3,6,7,5,7,5,8,8,9,3,4,2,6,6,7,3,8
1884,teatr,bino,NOUN,3372,irr,high,4,8,0,4,3,7,1,2,2,8,1,8,8,9,1,3,0,4,8,9,1,7
1885,birlashma,ishtiyoq,NOUN,2698,irr,high,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,1,6,8
1886,saroy,daryo,NOUN,2214,irr,high,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,2,2,1,1
1887,jadval,tugunlari,NOUN,2037,irr,high,2,4,0,0,0,1,0,1,2,3,1,9,1,4,1,2,0,3,0,0,3,6
1888,insoniyat,ruxiyat,NOUN,1758,irr,high,3,6,1,3,3,4,1,2,1,2,1,6,3,5,1,1,1,3,6,6,1,4
1889,topshiriq,ishora,NOUN,1554,irr,high,0,1,0,0,0,1,0,0,0,1,2,6,1,2,1,2,0,1,2,2,2,5
1890,timsol,tashvish,NOUN,1425,irr,high,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2,6,1,2
1891,havza,barg,NOUN,1212,irr,high,0,1,0,0,0,1,0,0,2,2,2,4,1,2,0,0,0,0,2,6,1,2
1892,poydevor,sahro,NOUN,1134,irr,high,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,2,2,1,1
1893,issiqlik,sayyora,NOUN,1089,irr,high,1,4,0,0,0,2,4,8,0,1,2,6,2,6,1,1,1,2,2,1,1,1
1894,oshxona,tarmoq,NOUN,843,irr,high,0,1,0,0,0,1,0,0,1,2,1,6,0,2,0,0,0,2,1,1,2,2
1895,idish,yoqilg'i,NOUN,842,irr,high,2,6,0,4,0,2,4,5,3,7,5,7,1,5,0,4,2,6,2,8,1,7
1896,sado,raketa,NOUN,675,irr,high,2,7,0,0,0,2,1,1,1,2,1,1,1,3,0,2,0,2,1,1,2,3
1897,maosh,tuhfa,NOUN,578,irr,high,0,1,0,0,0,1,0,1,0,0,2,4,1,1,0,1,0,1,2,2,2,7
1898,eksponat,koptok,NOUN,512,irr,high,1,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,1,2,6,6,6
1899,bayonot,tavsifnoma,NOUN,499,irr,high,3,6,5,7,6,7,5,6,3,5,3,3,4,6,2,4,4,5,7,6,5,8
1900,iymon,buyruq,NOUN,428,irr,high,0,0,0,0,0,0,0,0,0,1,3,4,1,2,0,0,0,0,2,2,2,6
1901,uyg'onish,yangilik,NOUN,386,irr,high,0,2,0,0,0,1,1,1,1,1,2,2,1,2,0,1,1,2,2,2,6,8
1902,ishsizlik,tannarx,NOUN,362,irr,high,1,3,0,0,0,1,0,0,0,0,1,2,1,1,0,1,1,4,0,2,3,6
1903,hirmon,manzara,NOUN,346,irr,oov2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2,2,1,1
1904,aziyat,suhbat,NOUN,332,irr,high,0,0,0,0,0,1,0,0,2,2,0,2,1,1,0,0,0,0,0,0,3,8
1905,qatag'on,arxeologiya,NOUN,295,irr,high,1,1,0,0,0,0,0,0,0,0,2,6,1,1,0,0,0,0,0,1,1,1
1906,peshona,buyrak,NOUN,290,irr,high,1,1,0,2,0,2,0,1,0,1,2,10,0,8,1,2,1,3,3,7,1,6
1821,qarag'ayzor,o'rmon,NOUN,1,mer,low,6,8,7,9,7,8,4,7,5,8,8,9,7,8,2,5,6,8,8,9,6,8
1819,kundoshlik,xotin,NOUN,1,mer,oov,2,8,2,6,3,7,3,8,3,6,5,5,2,4,1,6,1,4,2,8,2,8
1907,qazilma,o'ymakorlik,NOUN,263,irr,high,0,0,0,0,0,0,0,0,2,8,4,6,0,1,0,0,0,1,2,2,4,6
1908,tabobat,vena,NOUN,252,irr,high,0,2,0,0,0,1,1,1,0,0,2,7,6,10,0,1,1,1,6,8,2,2
1909,kaft,tasma,NOUN,228,irr,high,1,5,0,1,1,2,0,1,1,3,1,6,0,0,0,1,0,3,2,1,1,1
1910,ulamo,fazo,NOUN,213,irr,high,0,0,0,0,0,0,0,0,0,1,2,4,0,1,0,0,0,0,0,1,0,1
1911,sayyod,uy,NOUN,188,irr,high,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,1,0,1,2,2,2,2
1912,imlo,xati,NOUN,164,irr,high,6,8,0,3,4,7,4,6,3,8,2,8,6,7,2,5,6,8,2,2,3,6
1913,shaftoli,yog'och,NOUN,138,irr,high,0,0,0,0,0,0,2,2,0,0,2,2,0,1,0,1,0,1,0,0,1,2
1914,kunchiqar,element,NOUN,130,irr,high,0,0,0,0,0,1,0,1,0,0,1,2,2,2,2,4,1,1,2,2,6,8
1915,novda,ekinzor,NOUN,122,irr,high,2,6,0,1,2,3,1,2,2,4,1,7,1,4,2,4,1,3,3,6,2,5
1916,duradgorlik,kashta,NOUN,110,irr,high,0,0,0,1,0,2,0,0,0,1,7,7,0,1,0,0,0,1,1,2,1,9
1917,o'g'rilik,xo'jalik,NOUN,104,irr,high,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,0,1,1,1,1,2
1918,burgut,toshloq,NOUN,98,irr,high,1,4,0,0,2,3,0,1,1,1,1,4,1,2,0,2,2,8,2,6,2,5
1919,vulqon,havo,NOUN,93,irr,high,0,1,0,0,0,0,0,1,1,2,1,4,0,1,0,1,1,3,8,8,1,2
1920,keksalik,mehnat,NOUN,89,irr,high,3,3,0,1,0,1,0,1,1,3,1,3,3,4,0,3,1,2,1,3,1,1
1921,jumboq,xarakat,NOUN,83,irr,high,0,0,0,0,0,0,1,1,0,0,1,1,0,2,0,2,1,1,0,9,1,2
1922,chayon,qanotlari,NOUN,69,irr,high,0,0,0,0,0,1,1,1,0,0,1,2,1,1,0,0,0,1,1,1,1,2
1923,marvarid,giyohlar,NOUN,69,irr,high,2,4,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,2,6,1,1
1924,choynak,qoshiq,NOUN,64,irr,high,1,5,2,6,1,2,0,1,0,0,7,7,1,6,0,2,0,3,5,8,3,6
1925,mayoq,masofa,NOUN,60,irr,high,1,2,0,1,1,1,1,4,2,6,1,8,2,4,3,5,0,2,4,7,2,8
1926,tuvak,qopqoq,NOUN,55,irr,high,1,1,0,0,0,1,1,2,1,4,1,7,1,4,0,4,0,3,2,2,3,5
1927,zabon,musqia,NOUN,49,irr,med,0,3,0,0,1,2,0,0,0,0,1,3,0,2,0,1,0,1,2,8,6,9
1928,arifmetika,mantiq,NOUN,48,irr,med,3,6,1,1,5,6,1,2,2,4,2,8,5,9,2,5,4,6,2,2,8,9
1929,hotima,piyoda,NOUN,42,irr,oov2,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,0,1,1,2
1930,dovul,to'lqin,NOUN,33,irr,med,3,7,3,3,4,6,0,2,3,4,2,7,4,6,1,3,4,5,2,0,7,8
1931,zambarak,mashina,NOUN,27,irr,med,0,2,0,1,0,1,1,2,2,2,2,7,6,10,1,2,0,4,0,0,2,6
1932,turshak,olov,NOUN,23,irr,med,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,2,6,1,2
1933,gumashta,xamroh,NOUN,16,irr,med,2,7,0,1,0,1,1,1,6,7,4,5,3,6,0,1,2,5,0,2,6,9
1934,zanjabil,xayvonot,NOUN,9,irr,med,2,3,0,1,0,0,0,0,0,0,1,6,1,1,0,0,0,0,3,8,2,4
1935,muttahamlik,ojiza,NOUN,4,irr,low,0,0,0,0,0,0,1,2,0,0,1,6,0,1,0,0,0,0,2,2,1,2
1936,qumursqa,dalalar,NOUN,4,irr,low,0,1,0,1,0,0,0,1,3,3,1,7,2,10,0,1,0,3,2,5,1,4
1937,g'avvos,mashq,NOUN,2,irr,low,1,5,0,0,1,2,2,2,1,2,1,7,0,2,0,1,0,1,6,8,2,4
1938,sarhad,yo'llar,NOUN,2,irr,low,1,3,0,1,0,1,0,1,1,2,1,4,1,2,0,2,0,1,1,1,1,2
1939,ehson,tarbiya,NOUN,1,irr,low,2,4,0,0,0,0,0,0,0,1,1,5,1,1,0,1,0,0,2,2,6,8
1940,go'shtxo'r,semiz,NOUN,1,irr,oov,2,5,2,6,0,3,0,1,3,4,1,2,1,1,0,3,1,3,2,2,1,2
1941,mojarochi,shartnoma,NOUN,1,irr,low,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,1
1942,qadah,pichoq,NOUN,1,irr,low,0,2,2,2,0,1,0,1,1,3,0,2,1,3,0,1,0,3,1,4,3,6
1943,tanavor,sahna,NOUN,1,irr,low,2,7,3,8,2,2,3,6,0,1,2,9,2,4,0,3,1,5,2,2,1,7
1944,to'ppi,osmon,NOUN,1,irr,low,0,1,0,0,0,1,1,0,0,1,1,2,1,3,0,1,0,2,1,1,2,2
1945,qoldir,tugatdi,VERB,5392,irr,high,0,0,0,0,0,1,1,1,0,1,2,6,1,1,1,1,1,1,0,2,1,2
1946,rag'batlantir,xaqoratla,VERB,2974,irr,high,1,1,0,9,0,1,2,2,0,2,0,8,1,1,0,1,1,2,2,8,1,1
1947,obodonlashtir,tezlashtir,VERB,1859,irr,high,2,3,0,0,0,0,0,1,0,1,1,3,2,2,0,0,0,0,1,2,6,9
1948,guruhla,kamaytir,VERB,795,irr,high,0,0,0,0,0,0,2,2,0,1,5,8,1,1,0,0,0,1,2,6,1,1
1949,tezlashtir,uyaltir,VERB,396,irr,high,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,1,2,2,0,1
1950,uyg'unlashtir,yakunlash,VERB,335,irr,oov,0,3,0,0,0,0,0,0,2,2,1,3,1,2,1,2,0,1,2,2,1,2
1951,sezish,aniqlashtir,VERB,168,irr,high,2,3,0,1,1,2,1,1,0,2,1,6,1,3,1,3,1,1,2,2,1,2
1952,sekinlashtir,mo'rtlashtir,VERB,51,irr,high,0,0,0,0,0,1,0,1,2,2,2,2,0,1,1,2,0,1,0,2,1,6
1953,uqtirish,tekislan,VERB,41,irr,med,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,2,6,1,1
1954,yolvor,bildir,VERB,34,irr,med,1,1,0,0,0,1,1,2,0,0,2,4,1,2,0,1,0,6,6,8,2,2
1955,uyaltir,g'azablantir,VERB,24,irr,med,1,1,0,2,0,2,0,2,1,2,1,6,2,3,0,1,1,5,6,7,3,6
1956,chizdir,tasvirla,VERB,19,irr,med,5,8,3,5,2,7,5,6,4,8,5,7,3,5,3,5,3,4,5,6,4,5
1957,gapirtir,uyg'ottir,VERB,17,irr,med,0,0,0,0,0,1,0,0,0,0,1,2,1,2,0,0,0,1,2,2,6,8
1958,kaltaklan,yugurdi,VERB,11,irr,med,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,2,2,1,2
1959,yanglishtir,yangila,VERB,8,irr,med,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,5,9
1960,o'rnashtir,unittir,VERB,7,irr,med,0,0,0,0,0,0,0,0,0,0,1,8,1,1,0,0,0,1,2,2,1,2
1961,to'qnashtir,qo'shiltir,VERB,5,irr,low,2,7,0,0,0,2,0,0,1,2,7,8,1,1,1,3,0,1,0,2,2,8
1962,mavjlantir,urildi,VERB,3,irr,low,0,0,0,0,0,1,0,1,1,2,1,3,2,2,0,2,0,1,2,6,6,9
1963,ozaytir,guruhla,VERB,2,irr,low,1,1,0,0,0,0,0,1,0,1,0,2,1,1,0,1,0,1,2,2,3,8
1964,zo'raytir,kamaytir,VERB,2,irr,low,0,1,0,1,1,2,0,0,2,5,6,7,0,1,0,1,0,1,2,7,1,2
1965,hayiqtir,suvsiradi,VERB,1,irr,low,0,0,0,0,0,0,2,2,0,0,1,3,0,1,0,0,0,0,0,0,1,1
1966,inontir,ko'rsat,VERB,1,irr,low,0,1,0,0,0,1,1,2,0,1,2,2,2,4,0,2,0,0,2,6,1,2
1967,sergaklan,qarattir,VERB,1,irr,low,3,5,0,1,0,2,0,1,0,1,1,5,2,4,1,3,1,2,2,6,3,8
1968,ziynatlantir,sottirdi,VERB,1,irr,low,2,2,0,0,0,0,0,0,0,0,3,4,1,1,0,0,0,0,1,1,0,1
1969,quruq,to'la,ADJ,2378,ant,high,0,7,1,8,1,5,3,9,5,6,0,0,2,10,0,7,0,8,3,5,1,7
1970,nozik,qalin,ADJ,177,ant,high,2,9,0,9,0,6,0,4,2,8,2,8,3,2,0,4,0,7,2,7,5,9
1971,iboli,behayo,ADJ,169,ant,high,0,7,1,9,0,9,0,8,2,8,3,10,2,9,0,9,8,8,8,5,1,9
1972,iflos,pokiza,ADJ,97,ant,high,0,9,0,9,0,9,2,8,0,9,1,9,1,9,0,7,0,10,2,8,6,9
1973,kichik,yirik,ADJ,87,ant,high,0,7,0,9,1,6,0,9,1,6,1,9,0,5,4,5,0,8,8,6,1,8
1974,buzuq,soz,ADJ,86,ant,high,0,9,0,9,0,8,2,8,0,9,1,9,1,8,0,9,2,9,2,6,3,8
1975,tiniq,xira,ADJ,85,ant,high,0,7,0,8,1,8,1,8,2,8,0,9,0,7,1,4,0,6,8,7,1,8
1976,noyob,yetarli,ADJ,29,ant,med,2,8,0,4,0,5,0,8,0,5,7,8,0,2,1,5,2,9,2,9,2,6
1977,kamtar,kibrli,ADJ,24,ant,med,0,6,0,9,1,9,0,7,0,7,2,10,1,10,0,9,0,8,2,6,2,6
1978,charchagan,tetik,ADJ,21,ant,med,1,10,0,9,0,7,0,8,0,9,2,9,1,8,0,8,0,7,2,8,1,9
1979,nozik,dag'al,ADJ,20,ant,med,0,6,0,10,1,8,0,9,2,8,1,2,1,8,0,3,0,6,2,8,4,6
1980,shirin,bemaza,ADJ,19,ant,med,2,9,1,9,1,7,1,9,0,8,1,9,1,6,0,5,2,8,2,7,1,9
1982,vafoli,bevafo,ADJ,19,ant,med,0,9,0,9,0,8,0,9,9,9,2,10,1,10,0,10,0,10,8,7,1,9
1983,biyron,kamgap,ADJ,18,ant,med,0,8,1,8,1,8,0,7,0,7,1,8,2,10,1,8,0,6,2,7,3,8
1984,saxiy,xasis,ADJ,18,ant,med,0,9,1,9,0,9,0,7,0,9,0,2,2,8,1,8,0,9,2,8,1,9
1985,zararsiz,zararli,ADJ,12,ant,med,1,9,0,9,0,8,0,8,0,8,1,8,1,9,0,10,0,9,1,10,1,9
1986,bemor,salomat,ADJ,12,ant,med,1,9,0,9,0,8,0,7,0,9,1,9,1,6,0,5,0,8,1,7,1,9
1987,o'tkir,o'tmas,ADJ,11,ant,med,1,8,0,9,2,9,0,8,0,9,2,8,1,9,1,9,0,8,6,8,3,6
1988,kuchli,qo'rqoq,ADJ,11,ant,med,0,7,0,8,0,7,0,9,1,6,1,9,1,6,1,7,0,4,1,10,6,6
1989,berk,ochiq,ADJ,11,ant,med,1,6,0,8,0,8,0,8,2,8,0,9,1,8,1,7,2,9,2,7,1,9
1990,zolim,rahmdil,ADJ,10,ant,med,1,8,0,7,0,8,0,7,0,9,1,10,0,6,1,6,2,6,2,6,6,10
1991,bezarar,zararli,ADJ,10,ant,med,0,9,1,8,1,7,0,7,0,8,2,10,1,10,0,10,0,8,2,6,6,8
1992,tentak,aqlli,ADJ,9,ant,med,0,9,0,9,1,9,0,9,8,8,0,2,1,7,0,8,0,7,1,10,3,8
1993,madorsiz,tetik,ADJ,9,ant,med,0,9,0,8,0,9,1,8,0,8,1,9,1,9,1,7,0,9,2,6,1,9
1994,uzun,kalta,ADJ,9,ant,med,0,9,1,10,0,8,0,8,2,8,9,9,1,9,1,9,0,9,8,10,6,6
1995,shirin,bemaza,ADJ,9,ant,med,1,6,1,10,1,7,0,6,0,8,2,9,1,5,1,4,0,6,2,8,1,7
1996,sharmsiz,iboli,ADJ,8,ant,med,0,9,1,8,0,8,0,8,1,8,0,2,1,8,1,5,0,9,3,6,3,8
1997,hamjihat,tarqoq,ADJ,8,ant,med,0,4,3,7,0,8,0,7,1,6,2,2,1,5,0,6,0,6,2,6,6,8
1998,og'ir,yengil,ADJ,8,ant,med,1,9,0,8,0,8,0,9,0,8,1,9,1,9,0,9,2,9,2,9,3,8
1999,odobsiz,odobli,ADJ,6,ant,med,0,8,1,9,0,9,1,9,0,8,1,9,1,10,0,10,2,9,2,7,1,9
2000,nomussiz,nomusli,ADJ,6,ant,med,1,9,0,8,0,8,1,9,0,8,0,2,1,10,0,10,0,8,2,6,1,9
2001,kasal,sog'lom,ADJ,1,ant,low,2,10,0,9,0,8,0,7,0,8,1,9,1,9,2,8,0,9,2,6,5,9
2002,g'ururli,g'urursiz,ADJ,1,ant,low,1,9,0,8,0,8,1,9,0,9,2,10,1,8,0,10,0,9,1,10,3,7
2003,oriq,semiz,ADJ,1,ant,low,0,9,1,10,0,9,0,9,2,8,0,8,2,10,1,8,0,9,2,8,1,9
2004,betoqat,sabrli,ADJ,1,ant,low,3,10,0,8,1,8,0,8,0,9,2,10,1,8,1,7,0,9,8,8,1,9
2005,chidamli,sabrsiz,ADJ,1,ant,low,0,6,1,8,1,7,0,4,0,7,2,10,2,10,0,6,0,5,1,4,3,8
2006,jang,tinchlik,NOUN,2998,ant,high,0,4,0,8,0,6,0,8,0,9,2,10,0,2,0,8,1,6,6,7,1,6
2007,navqiron,qarilik,NOUN,1640,ant,high,3,10,0,8,1,9,0,8,0,9,1,9,1,8,0,6,0,4,2,6,1,9
2008,tarix,kelajak,NOUN,1476,ant,high,1,9,1,9,0,9,0,9,0,9,2,2,0,0,1,9,1,10,2,5,1,8
2009,yutqazish,g'alaba,NOUN,1383,ant,high,1,9,1,9,0,9,2,7,0,9,1,10,2,10,1,7,0,10,2,6,3,8
2010,pastlash,yuqorilash,VERB,1337,ant,high,1,7,1,9,1,8,1,8,0,9,1,9,8,9,0,7,0,9,2,7,2,8
2011,bo'laklash,birlashtirish,VERB,1268,ant,high,1,9,1,8,0,7,0,7,2,8,2,10,1,4,1,7,0,4,2,7,1,9
2012,kasallik,sog'lik,NOUN,1262,ant,high,2,9,2,10,1,8,0,8,0,9,1,3,2,9,0,9,0,9,2,8,1,10
2013,sayohatchi,qo'nim,NOUN,1231,ant,high,1,9,0,7,1,6,2,8,3,4,5,6,2,5,1,5,0,6,7,5,1,7
2014,yaxshilik,razillik,NOUN,1096,ant,high,0,8,0,10,1,4,0,9,0,7,1,9,1,10,1,9,0,10,2,8,1,9
2015,tug'ilish,vafot,NOUN,706,ant,high,0,10,0,9,0,9,0,9,2,8,1,8,0,10,0,10,0,10,2,8,1,10
2016,jilmayish,yig'lash,NOUN,404,ant,high,0,7,1,9,0,7,0,2,0,9,1,9,1,8,0,6,0,7,2,5,1,8
2017,tamomlash,boshlash,NOUN,401,ant,high,0,9,0,9,0,8,0,9,0,9,1,9,2,8,0,8,0,10,2,8,6,8
2018,birdamlik,torqoqlik,NOUN,384,ant,high,0,7,0,9,1,8,0,7,0,9,1,9,1,8,1,6,0,7,2,8,1,9
