#,Word 1,Word 2,Pos,Frq,Type,Level,s1,r1,s2,r2,s3,r3,s4,r4,s5,r5,s6,r6,s7,r7,s8,r8,s9,r9,s10,r10,s11,r11,s12,r12
1141,radiotexnika,aloqa,NOUN,129,mer,high,6,9,4,8,7,8,7,8,9,8,4,8,3,5,2,6,4,5,3,5,0,2,1,9
1142,antenna,signal,NOUN,126,mer,high,2,8,4,7,3,9,3,7,3,9,1,9,1,7,3,7,1,7,4,8,3,5,4,9
1143,tomoq,qizilo'ngach,NOUN,125,mer,high,3,9,6,8,5,8,4,8,4,8,7,7,3,8,2,8,1,5,6,8,4,5,3,8
1144,novda,buta,NOUN,122,mer,high,4,7,5,7,4,6,5,8,7,8,6,8,5,7,4,6,3,5,6,6,3,5,2,8
1145,kungaboqar,quyosh,NOUN,116,mer,high,2,7,4,8,3,8,2,7,3,8,4,9,1,6,1,5,0,4,5,8,3,4,6,8
1146,kulrang,metal,NOUN,112,mer,high,2,7,6,8,2,4,2,6,2,5,1,4,2,5,1,5,3,4,2,2,3,4,0,2
1147,sovutgich,oshxona,NOUN,112,mer,high,2,5,3,9,3,7,3,6,3,6,1,6,2,6,1,4,0,5,1,4,4,5,3,7
1148,masalliq,yegulik,NOUN,111,mer,high,5,9,5,8,7,8,4,8,7,6,5,7,5,7,3,6,4,5,4,6,3,5,4,8
1149,duradgorlik,randa,NOUN,110,mer,high,2,8,4,9,2,6,3,8,2,8,1,7,3,8,1,6,2,7,5,3,4,5,1,8
1150,ekipaj,samolyot,NOUN,108,mer,high,3,9,3,9,3,9,5,8,3,10,2,9,3,10,1,8,1,9,1,7,4,5,6,8
1151,muxolif,siyosat,NOUN,107,mer,high,3,7,3,9,3,7,3,8,3,9,6,8,3,7,1,9,2,7,2,6,3,5,3,9
1152,radiatsiya,kimyoviy modda,NOUN,106,mer,high,4,6,6,8,3,7,5,8,2,8,2,8,2,5,4,8,5,6,4,7,3,5,1,5
1153,vorislik,merosxo'r,NOUN,106,mer,high,9,10,7,9,9,9,10,10,4,9,8,8,9,10,8,9,10,10,6,4,3,7,3,6
1154,meteorologiya,atmosfera,NOUN,104,mer,high,4,9,6,8,4,9,9,10,4,8,1,7,6,9,2,6,6,5,2,0,4,5,6,8
1155,tug'ruqxona,go'dak,NOUN,102,mer,high,2,8,4,8,4,8,3,8,3,9,2,9,4,10,1,6,1,6,2,7,3,4,3,7
1156,mushoira,she'riyat,NOUN,100,mer,high,9,9,5,9,7,9,8,8,8,10,8,10,3,5,7,8,6,8,8,6,3,5,8,9
1157,anhor,suv,NOUN,98,mer,high,3,7,6,9,3,8,3,7,3,9,1,9,2,5,1,6,0,6,8,10,3,4,3,6
1158,bo'sag'a,eshik,NOUN,95,mer,high,2,7,6,9,3,8,3,8,3,8,6,8,3,5,1,6,1,8,1,6,4,5,6,8
1159,koptok,basketbol,NOUN,93,mer,high,2,7,4,8,3,5,4,6,3,7,1,7,2,10,1,7,1,6,2,10,3,5,6,8
1160,vulqon,tog',NOUN,93,mer,high,5,9,3,9,3,8,3,8,4,8,2,9,3,6,1,7,2,5,2,8,4,4,3,6
1161,novvoyxona,non,NOUN,89,mer,high,2,8,4,7,4,8,3,8,3,8,4,9,2,10,2,6,3,5,8,8,4,5,6,8
1162,kiprik,ko'z,NOUN,88,mer,high,3,9,5,8,3,7,4,8,3,8,2,7,2,6,1,7,8,10,2,6,3,5,4,7
1163,langar,kema,NOUN,82,mer,high,1,8,4,9,3,8,3,8,3,10,2,8,3,10,1,9,2,9,3,8,3,4,2,8
1164,shajara,sulola,NOUN,81,mer,high,6,9,10,10,5,7,6,8,8,9,6,9,8,9,4,6,9,10,4,6,3,4,8,9
1165,kotiba,ayol,NOUN,67,mer,high,2,6,3,6,4,9,4,6,3,6,1,5,3,6,2,7,2,6,2,8,3,5,2,7
1166,choynak,piyola,NOUN,64,mer,high,0,10,4,9,3,9,3,8,2,8,1,9,3,8,1,7,2,8,5,9,3,5,1,9
1167,quduq,havza,NOUN,473,mer,high,4,9,3,9,3,8,4,7,3,9,4,8,8,9,1,4,5,8,8,7,3,4,7,8
1168,murabbo,qiyom,NOUN,62,mer,high,6,9,7,8,4,8,5,8,3,7,8,8,4,7,3,7,4,6,2,8,3,4,3,8
1169,mayoq,chiroq,NOUN,60,mer,high,3,6,6,9,3,7,3,6,7,8,8,9,3,7,3,6,2,6,8,8,4,5,7,8
1170,mehrob,ibodatxona,NOUN,58,mer,high,3,8,5,9,4,6,4,6,7,8,6,8,3,6,2,6,2,6,4,8,4,5,2,8
1171,radiator,mashina,NOUN,53,mer,high,2,7,4,8,3,8,3,7,3,6,1,9,2,6,2,7,1,6,2,2,4,5,2,9
1172,fonetika,tovush,NOUN,51,mer,high,6,9,8,9,3,8,3,9,9,9,6,10,8,10,6,9,6,9,5,7,3,4,4,8
1173,ipakchilik,pilla,NOUN,51,mer,high,2,7,4,10,3,8,3,8,4,9,2,9,5,10,2,7,2,8,6,8,3,5,6,9
1174,hromosoma,oqsil,NOUN,50,mer,oov2,6,9,7,9,5,9,8,10,8,9,1,8,5,8,6,9,4,6,7,8,3,5,4,7
1175,chuchvara,xamir,NOUN,49,mer,med,2,6,3,8,4,5,3,6,3,6,7,10,6,10,2,5,2,5,3,7,4,5,6,8
1176,masnaviy,bayt,NOUN,44,mer,med,4,8,9,10,7,8,8,8,9,10,1,7,9,9,6,9,7,9,3,6,4,5,3,6
1177,svetofor,yo'l,NOUN,41,mer,med,2,6,3,8,3,6,3,7,3,9,5,7,3,5,1,7,1,6,1,6,3,5,1,6
1178,tirqish,teshik,NOUN,34,mer,med,7,8,6,8,4,8,5,8,6,9,8,9,4,10,3,6,6,7,3,7,4,5,4,6
1179,tuyaqush,qanot,NOUN,31,mer,med,3,7,3,7,3,8,3,6,3,5,1,9,3,8,1,4,0,3,4,7,4,5,1,1
1180,sanchiq,oshxona,NOUN,30,mer,med,2,6,2,6,6,8,3,8,2,7,3,6,1,5,1,5,0,4,0,2,4,5,1,8
1181,sarpo,kuylak,NOUN,30,mer,med,4,9,6,8,3,8,5,6,4,9,7,8,5,8,4,7,3,5,3,6,4,5,8,9
1182,zambarak,o'q,NOUN,27,mer,med,4,9,3,9,3,8,3,7,2,7,6,10,2,6,2,7,8,10,8,9,4,5,1,9
1183,teplovoz,poyezd,NOUN,24,mer,med,6,10,6,8,6,8,5,8,9,10,7,7,3,4,6,7,8,10,2,8,4,5,8,9
1184,turshak,o'rik,NOUN,23,mer,med,9,9,9,10,7,9,8,10,7,8,2,9,8,10,7,9,6,9,2,2,3,4,4,8
1185,kepak,bug'doy,NOUN,22,mer,med,3,5,4,9,4,8,4,7,3,6,1,7,5,8,4,6,4,8,8,8,3,4,6,7
1186,keramika,tuproq,NOUN,22,mer,med,3,8,3,8,6,8,8,8,7,9,1,8,3,5,3,6,2,5,2,6,3,5,3,5
1187,manti,xamir,NOUN,22,mer,med,6,9,4,8,3,8,3,5,3,7,1,9,2,6,2,5,2,4,6,8,4,5,2,8
1188,ojiza,ayol,NOUN,10,mer,med,3,6,4,8,3,7,3,6,3,8,2,8,2,4,2,6,1,5,7,8,4,5,2,9
1189,muazzin,azon,NOUN,7,mer,med,3,7,3,10,3,9,4,10,3,10,3,9,3,10,1,8,1,9,2,8,3,4,2,8
1190,nashriyot,kitob,NOUN,5,mer,low,3,6,3,8,4,8,3,9,2,8,7,8,3,8,1,7,2,6,2,8,4,5,2,8
1191,rohiba,ibodatxona,NOUN,5,mer,low,5,9,3,7,4,8,3,6,3,8,2,9,2,6,1,6,1,8,2,9,4,5,2,7
1192,mizoj,savdo,NOUN,4,mer,low,2,7,6,7,3,9,3,8,3,9,4,9,2,7,2,9,1,7,7,8,3,4,3,5
1193,surrogat,ayol,NOUN,4,mer,low,3,6,3,7,3,8,3,6,3,5,1,2,2,5,1,4,1,5,2,8,3,4,2,5
1194,oltiburchak,yon tomon,NOUN,3,mer,low,2,8,3,6,3,7,3,7,3,5,1,8,3,4,1,5,2,4,2,2,4,5,2,7
1195,valiaxt,voris,NOUN,2,mer,oov,7,9,5,9,9,9,3,7,3,8,8,9,4,6,4,6,2,5,7,8,3,5,8,8
1196,xo'tik,eshak,NOUN,2,mer,low,8,9,8,10,8,8,9,9,7,9,8,10,4,6,7,8,6,9,2,6,4,5,8,9
1197,zobit,jang,NOUN,2,mer,low,5,9,3,10,3,8,3,6,2,8,5,10,3,7,1,6,2,8,4,7,4,5,2,7
1198,karam,yaproq,NOUN,1,mer,low,3,6,2,8,3,8,3,7,3,6,1,7,2,6,1,6,3,6,1,2,4,5,2,6
1199,payraha,dasta,NOUN,1,mer,low,2,4,2,4,2,6,3,4,3,5,0,0,3,5,2,6,2,6,0,2,3,4,1,5
1200,qo'shnilik,uy,NOUN,1,mer,low,2,6,1,6,3,7,3,7,3,6,2,7,2,6,1,5,1,8,2,8,3,4,1,6
1201,tabibchilik,dori,NOUN,1,mer,low,2,7,3,7,4,8,4,8,3,6,2,5,0,2,1,6,1,6,2,9,3,4,2,8
1202,tarozibon,tarozi,NOUN,1,mer,low,2,9,3,9,4,7,3,8,3,9,2,9,4,8,1,7,2,5,3,8,3,4,2,9
1203,toshbo'ron,tosh,NOUN,1,mer,low,2,6,3,8,3,8,3,7,3,6,4,9,3,5,1,5,1,3,2,7,4,5,3,9
1204,ufq,osmon,NOUN,1,mer,low,5,8,9,10,5,8,3,7,7,8,4,8,8,10,1,4,6,8,9,9,3,4,8,9
1205,zo'ravon,bosqinchi,NOUN,1,mer,low,3,8,5,6,7,9,5,7,4,8,8,9,6,8,4,7,5,8,8,7,4,4,4,8
1206,guruhla,birlashtir,VERB,795,mer,high,7,7,8,8,5,7,8,8,6,7,7,8,5,6,4,6,4,6,8,8,4,5,1,8
1207,uyg'unlashtir,muvofiqlashtirish,VERB,335,mer,oov,8,9,8,8,9,10,3,7,9,10,8,8,6,8,7,9,8,9,5,8,3,4,8,8
1208,aniqlashtir,tekshirtir,VERB,227,mer,high,4,7,4,6,4,5,5,6,4,5,7,8,3,4,2,5,3,5,8,6,3,5,7,8
1209,sezish,his qil,VERB,168,mer,high,3,7,8,9,7,8,8,9,8,9,9,9,4,5,4,6,3,5,3,6,4,5,8,8
1210,uyaltir,qizartir,VERB,24,mer,med,2,5,4,6,6,7,3,7,7,8,7,8,4,5,3,5,6,7,5,6,3,5,8,8
1211,shudgorlan,dala xaydash,VERB,19,mer,med,8,10,8,9,6,7,7,9,8,7,1,8,9,9,7,8,8,8,2,6,3,5,6,8
1212,ho'ngra,yig'la,VERB,11,mer,med,4,8,7,8,8,9,6,7,4,8,8,9,4,5,4,6,4,5,9,8,3,4,3,8
1213,ho'pla,ich,VERB,11,mer,med,3,6,7,8,6,8,4,6,4,6,7,8,6,8,4,6,3,5,8,7,5,6,4,8
1214,tamshan,yeyish,VERB,7,mer,med,3,8,6,8,7,8,5,8,4,8,8,8,5,8,4,6,3,5,2,2,3,4,6,8
1215,tambala,berkit,VERB,6,mer,med,6,8,6,8,5,6,3,5,3,5,6,8,2,4,5,7,3,4,8,10,3,4,4,7
1216,ayqash,aralash,VERB,5,mer,low,8,9,8,9,7,7,6,7,7,6,8,8,5,6,3,5,1,3,7,8,4,4,3,8
1217,egarlan,jabduqlan,VERB,5,mer,low,9,9,9,9,9,10,9,9,10,9,7,8,8,10,8,9,7,9,8,9,4,4,8,8
1218,ixtisoslan,mo'ljallan,VERB,5,mer,low,5,8,6,9,6,8,7,8,6,8,5,5,5,7,4,6,4,6,7,9,9,8,8,8
1219,loyqalat,to'zgit,VERB,3,mer,low,4,9,7,9,7,7,5,7,6,8,3,3,2,5,3,5,3,5,2,7,4,5,7,9
1220,randala,arrala,VERB,2,mer,low,7,9,8,9,4,5,2,6,3,8,4,5,8,9,4,6,3,7,9,8,3,5,7,8
1221,katta,yaqin,ADJ,29153,irr,high,0,1,0,0,0,0,0,1,0,0,2,2,0,0,1,3,0,1,2,2,0,2,1,2
1222,iqtisodiy,mafkuraviy,ADJ,18470,irr,high,0,0,0,0,0,0,1,1,0,0,3,3,2,8,1,2,0,3,8,6,0,2,1,4
1223,yuksak,qiziqqon,ADJ,8499,irr,high,1,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,2,1,0,1,1,2
1224,yagona,chiroyli,ADJ,4434,irr,high,0,1,0,0,0,1,0,0,0,1,2,6,1,2,0,1,0,1,2,2,0,1,2,6
1225,boshlang'ich,doimiy,ADJ,3175,irr,high,0,1,0,0,0,1,0,0,1,1,2,8,2,2,1,1,0,1,2,1,0,2,3,5
1226,muqaddas,ilg'or,ADJ,2742,irr,high,0,0,0,0,0,0,0,0,0,0,2,6,0,1,0,0,0,1,2,2,0,1,0,1
1227,xaqiqiy,zamonaviy,ADJ,2637,irr,oov2,1,4,0,1,0,2,2,4,0,1,3,6,3,5,1,2,1,2,2,2,0,1,3,7
1228,keskin,sobiq,ADJ,2306,irr,high,0,0,0,0,0,0,0,1,0,0,1,3,0,2,0,0,0,0,1,1,0,2,2,2
1229,sovuq,xolis,ADJ,1030,irr,high,1,5,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,4,8,0,1,6,8
1230,sodda,zaif,ADJ,718,irr,high,0,1,0,1,0,2,1,1,3,5,6,7,3,4,1,1,0,0,8,6,0,1,3,6
1231,gavjum,yorqin,ADJ,624,irr,high,3,3,0,1,0,1,0,0,0,1,2,6,1,2,0,1,0,1,1,2,0,1,1,1
1232,kambag'al,tekin,ADJ,236,irr,high,1,2,1,1,2,3,1,1,1,1,4,4,2,2,1,1,0,2,2,2,0,1,3,9
1233,badavlat,qurumsoq,ADJ,219,irr,high,1,9,0,1,1,1,0,9,0,2,4,9,2,5,1,2,0,2,1,5,0,2,2,4
1234,harom,tekis,ADJ,127,irr,high,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,1,1
1235,samoviy,umumiy,ADJ,123,irr,high,1,2,0,0,0,1,0,1,0,0,1,3,1,1,1,2,1,0,2,2,0,1,2,4
1236,yaltiroq,yupqa,ADJ,93,irr,high,1,1,0,0,0,1,0,1,0,0,2,3,2,2,0,0,0,1,0,0,0,2,0,1
1237,mayda,qalin,ADJ,87,irr,high,1,2,0,3,0,1,0,1,0,0,2,9,1,1,1,3,0,4,0,1,2,1,3,8
1238,tansiq,quyuq,ADJ,59,irr,high,1,2,0,1,1,1,1,1,1,2,1,8,1,2,1,2,0,1,2,2,0,2,3,6
1239,dangasa,dovyurak,ADJ,50,irr,high,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,6,4,0,2,1,6
1240,surunkali,erta,ADJ,29,irr,med,2,4,0,0,0,1,0,1,2,2,1,3,1,2,1,2,1,2,2,2,0,2,3,5
1241,arzanda,malakali,ADJ,25,irr,med,2,4,0,0,0,0,0,0,0,1,1,7,2,2,0,0,0,0,0,1,0,1,0,1
1242,mujmal,dangasa,ADJ,21,irr,med,0,0,0,0,0,0,0,0,2,2,3,6,2,2,0,0,0,1,2,2,0,1,1,1
1243,sadoqatli,nomusli,ADJ,19,irr,med,1,7,4,4,0,1,3,3,1,2,2,7,0,0,1,1,0,1,6,7,0,1,7,8
1244,ohangdor,baland,ADJ,13,irr,med,3,6,0,2,1,1,1,2,4,5,7,9,2,5,2,3,1,2,5,7,0,1,6,7
1245,dardmand,kambag'al,ADJ,12,irr,med,1,2,0,0,1,2,1,1,0,2,1,3,0,2,1,1,1,3,0,8,5,6,1,2
1246,yumuq,shijoatli,ADJ,11,irr,med,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,3,6
1247,ezma,jizzaki,ADJ,9,irr,med,1,2,0,0,2,2,1,1,1,1,6,7,2,4,1,1,0,1,8,8,0,1,8,9
1248,hayosiz,mevasiz,ADJ,8,irr,med,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,2,0,1,3,6
1249,chapdast,ilmsiz,ADJ,7,irr,med,0,0,0,0,0,0,0,0,0,1,1,8,0,2,0,0,0,0,0,1,3,5,2,4
1250,sustkash,darmonsiz,ADJ,7,irr,med,1,2,0,2,2,3,2,4,1,3,8,9,1,1,3,5,2,5,8,7,0,2,6,7
1251,kamhosil,mustaqil,ADJ,3,irr,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,1
1252,qiltiriq,jasoratli,ADJ,1,irr,low,0,1,0,0,0,2,0,1,0,1,1,2,1,6,1,2,1,2,2,9,0,2,6,6
1253,unumsiz,dardli,ADJ,1,irr,low,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,2,2,0,1,1,2
1254,yangi,yorqin,ADJ,1,irr,low,0,2,0,0,0,0,0,1,0,1,2,2,1,1,0,1,1,2,7,8,0,2,7,8
1255,jamiyat,ko'cha,NOUN,24655,irr,high,3,7,0,1,0,1,0,0,0,1,1,9,1,1,0,1,1,1,1,2,1,2,3,6
1256,talaba,mahalla,NOUN,14054,irr,high,0,0,0,0,0,0,0,0,0,0,1,6,1,1,0,0,0,0,0,0,0,1,1,2
1257,poytaxt,yo'llar,NOUN,6556,irr,high,0,1,1,2,0,1,0,1,2,3,3,6,2,8,1,1,1,2,2,2,0,2,1,2
1258,uyushma,hajm,NOUN,5246,irr,high,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,1,2
1259,mintaqa,imtihon,NOUN,4352,irr,high,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,8,0,1,1,1
1260,muloqot,uchrashuv,NOUN,4085,irr,high,3,5,0,1,2,3,6,7,5,7,5,8,8,9,3,4,2,6,6,7,0,1,3,8
1261,teatr,bino,NOUN,3372,irr,high,4,8,0,4,3,7,1,2,2,8,1,8,8,9,1,3,0,4,8,9,0,1,1,7
1262,birlashma,ishtiyoq,NOUN,2698,irr,high,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,1,0,1,6,8
1263,saroy,daryo,NOUN,2214,irr,high,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,2,2,0,2,1,1
1264,jadval,tugunlari,NOUN,2037,irr,high,2,4,0,0,0,1,0,1,2,3,1,9,1,4,1,2,0,3,0,0,0,1,3,6
1265,insoniyat,ruxiyat,NOUN,1758,irr,high,3,6,1,3,3,4,1,2,1,2,1,6,3,5,1,1,1,3,6,6,0,2,1,4
1266,topshiriq,ishora,NOUN,1554,irr,high,0,1,0,0,0,1,0,0,0,1,2,6,1,2,1,2,0,1,2,2,3,5,2,5
1267,timsol,tashvish,NOUN,1425,irr,high,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2,6,0,1,1,2
1268,havza,barg,NOUN,1212,irr,high,0,1,0,0,0,1,0,0,2,2,2,4,1,2,0,0,0,0,2,6,0,1,1,2
1269,poydevor,sahro,NOUN,1134,irr,high,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,2,2,0,2,1,1
1270,issiqlik,sayyora,NOUN,1089,irr,high,1,4,0,0,0,2,4,8,0,1,2,6,2,6,1,1,1,2,2,1,0,1,1,1
1271,oshxona,tarmoq,NOUN,843,irr,high,0,1,0,0,0,1,0,0,1,2,1,6,0,2,0,0,0,2,1,1,0,2,2,2
1272,idish,yoqilg'i,NOUN,842,irr,high,2,6,0,4,0,2,4,5,3,7,5,7,1,5,0,4,2,6,2,8,0,2,1,7
1273,sado,raketa,NOUN,675,irr,high,2,7,0,0,0,2,1,1,1,2,1,1,1,3,0,2,0,2,1,1,0,2,2,3
1274,maosh,tuhfa,NOUN,578,irr,high,0,1,0,0,0,1,0,1,0,0,2,4,1,1,0,1,0,1,2,2,0,2,2,7
1275,eksponat,koptok,NOUN,512,irr,high,1,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,1,2,6,0,1,6,6
1276,bayonot,tavsifnoma,NOUN,499,irr,high,3,6,5,7,6,7,5,6,3,5,3,3,4,6,2,4,4,5,7,6,0,2,5,8
1277,iymon,buyruq,NOUN,428,irr,high,0,0,0,0,0,0,0,0,0,1,3,4,1,2,0,0,0,0,2,2,0,1,2,6
1278,uyg'onish,yangilik,NOUN,386,irr,high,0,2,0,0,0,1,1,1,1,1,2,2,1,2,0,1,1,2,2,2,0,1,6,8
1279,ishsizlik,tannarx,NOUN,362,irr,high,1,3,0,0,0,1,0,0,0,0,1,2,1,1,0,1,1,4,0,2,0,2,3,6
1280,hirmon,manzara,NOUN,346,irr,oov2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2,2,0,2,1,1
1281,aziyat,suhbat,NOUN,332,irr,high,0,0,0,0,0,1,0,0,2,2,0,2,1,1,0,0,0,0,0,0,0,1,3,8
1282,qatag'on,arxeologiya,NOUN,295,irr,high,1,1,0,0,0,0,0,0,0,0,2,6,1,1,0,0,0,0,0,1,0,2,1,1
1283,peshona,buyrak,NOUN,290,irr,high,1,1,0,2,0,2,0,1,0,1,2,10,0,8,1,2,1,3,3,7,0,2,1,6
1284,qarag'ayzor,o'rmon,NOUN,1,mer,low,6,8,7,9,7,8,4,7,5,8,8,9,7,8,2,5,6,8,8,9,4,5,6,8
1285,kundoshlik,xotin,NOUN,1,mer,oov,2,8,2,6,3,7,3,8,3,6,5,5,2,4,1,6,1,4,2,8,3,4,2,8
1286,qazilma,o'ymakorlik,NOUN,263,irr,high,0,0,0,0,0,0,0,0,2,8,4,6,0,1,0,0,0,1,2,2,0,1,4,6
1287,tabobat,vena,NOUN,252,irr,high,0,2,0,0,0,1,1,1,0,0,2,7,6,10,0,1,1,1,6,8,0,2,2,2
1288,kaft,tasma,NOUN,228,irr,high,1,5,0,1,1,2,0,1,1,3,1,6,0,0,0,1,0,3,2,1,0,2,1,1
1289,ulamo,fazo,NOUN,213,irr,high,0,0,0,0,0,0,0,0,0,1,2,4,0,1,0,0,0,0,0,1,0,1,0,1
1290,sayyod,uy,NOUN,188,irr,high,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,1,0,1,2,2,0,1,2,2
1291,imlo,xati,NOUN,164,irr,high,6,8,0,3,4,7,4,6,3,8,2,8,6,7,2,5,6,8,2,2,0,1,3,6
1292,shaftoli,yog'och,NOUN,138,irr,high,0,0,0,0,0,0,2,2,0,0,2,2,0,1,0,1,0,1,0,0,0,1,1,2
1293,kunchiqar,element,NOUN,130,irr,high,0,0,0,0,0,1,0,1,0,0,1,2,2,2,2,4,1,1,2,2,0,2,6,8
1294,novda,ekinzor,NOUN,122,irr,high,2,6,0,1,2,3,1,2,2,4,1,7,1,4,2,4,1,3,3,6,0,2,2,5
1295,duradgorlik,kashta,NOUN,110,irr,high,0,0,0,1,0,2,0,0,0,1,7,7,0,1,0,0,0,1,1,2,0,1,1,9
1296,o'g'rilik,xo'jalik,NOUN,104,irr,high,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,0,1,1,1,0,1,1,2
1297,burgut,toshloq,NOUN,98,irr,high,1,4,0,0,2,3,0,1,1,1,1,4,1,2,0,2,2,8,2,6,0,2,2,5
1298,vulqon,havo,NOUN,93,irr,high,0,1,0,0,0,0,0,1,1,2,1,4,0,1,0,1,1,3,8,8,0,1,1,2
1299,keksalik,mehnat,NOUN,89,irr,high,3,3,0,1,0,1,0,1,1,3,1,3,3,4,0,3,1,2,1,3,0,2,1,1
1300,jumboq,xarakat,NOUN,83,irr,high,0,0,0,0,0,0,1,1,0,0,1,1,0,2,0,2,1,1,0,9,0,1,1,2
1301,chayon,qanotlari,NOUN,69,irr,high,0,0,0,0,0,1,1,1,0,0,1,2,1,1,0,0,0,1,1,1,0,2,1,2
1302,marvarid,giyohlar,NOUN,69,irr,high,2,4,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,2,6,0,1,1,1
1303,choynak,qoshiq,NOUN,64,irr,high,1,5,2,6,1,2,0,1,0,0,7,7,1,6,0,2,0,3,5,8,0,2,3,6
1304,mayoq,masofa,NOUN,60,irr,high,1,2,0,1,1,1,1,4,2,6,1,8,2,4,3,5,0,2,4,7,0,2,2,8
1305,tuvak,qopqoq,NOUN,55,irr,high,1,1,0,0,0,1,1,2,1,4,1,7,1,4,0,4,0,3,2,2,0,1,3,5
1306,zabon,musqia,NOUN,49,irr,med,0,3,0,0,1,2,0,0,0,0,1,3,0,2,0,1,0,1,2,8,0,1,6,9
1307,arifmetika,mantiq,NOUN,48,irr,med,3,6,1,1,5,6,1,2,2,4,2,8,5,9,2,5,4,6,2,2,0,2,8,9
1308,hotima,piyoda,NOUN,42,irr,oov2,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,0,1,0,2,1,2
1309,dovul,to'lqin,NOUN,33,irr,med,3,7,3,3,4,6,0,2,3,4,2,7,4,6,1,3,4,5,2,0,0,1,7,8
1310,zambarak,mashina,NOUN,27,irr,med,0,2,0,1,0,1,1,2,2,2,2,7,6,10,1,2,0,4,0,0,0,1,2,6
1311,turshak,olov,NOUN,23,irr,med,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,2,6,0,2,1,2
1312,gumashta,xamroh,NOUN,16,irr,med,2,7,0,1,0,1,1,1,6,7,4,5,3,6,0,1,2,5,0,2,0,1,6,9
1313,zanjabil,xayvonot,NOUN,9,irr,med,2,3,0,1,0,0,0,0,0,0,1,6,1,1,0,0,0,0,3,8,0,1,2,4
1314,muttahamlik,ojiza,NOUN,4,irr,low,0,0,0,0,0,0,1,2,0,0,1,6,0,1,0,0,0,0,2,2,0,2,1,2
1315,qumursqa,dalalar,NOUN,4,irr,low,0,1,0,1,0,0,0,1,3,3,1,7,2,10,0,1,0,3,2,5,2,2,1,4
1316,g'avvos,mashq,NOUN,2,irr,low,1,5,0,0,1,2,2,2,1,2,1,7,0,2,0,1,0,1,6,8,0,1,2,4
1317,sarhad,yo'llar,NOUN,2,irr,low,1,3,0,1,0,1,0,1,1,2,1,4,1,2,0,2,0,1,1,1,0,1,1,2
1318,ehson,tarbiya,NOUN,1,irr,low,2,4,0,0,0,0,0,0,0,1,1,5,1,1,0,1,0,0,2,2,0,2,6,8
1319,go'shtxo'r,semiz,NOUN,1,irr,oov,2,5,2,6,0,3,0,1,3,4,1,2,1,1,0,3,1,3,2,2,0,2,1,2
1320,mojarochi,shartnoma,NOUN,1,irr,low,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,1,0,1
1321,qadah,pichoq,NOUN,1,irr,low,0,2,2,2,0,1,0,1,1,3,0,2,1,3,0,1,0,3,1,4,0,1,3,6
1322,tanavor,sahna,NOUN,1,irr,low,2,7,3,8,2,2,3,6,0,1,2,9,2,4,0,3,1,5,2,2,3,5,1,7
1323,to'ppi,osmon,NOUN,1,irr,low,0,1,0,0,0,1,1,0,0,1,1,2,1,3,0,1,0,2,1,1,0,1,2,2
1324,qoldir,tugatdi,VERB,5392,irr,high,0,0,0,0,0,1,1,1,0,1,2,6,1,1,1,1,1,1,0,2,0,1,1,2
1325,rag'batlantir,xaqoratla,VERB,2974,irr,high,1,1,0,9,0,1,2,2,0,2,0,8,1,1,0,1,1,2,2,8,0,1,1,1
1326,obodonlashtir,tezlashtir,VERB,1859,irr,high,2,3,0,0,0,0,0,1,0,1,1,3,2,2,0,0,0,0,1,2,0,2,6,9
1327,guruhla,kamaytir,VERB,795,irr,high,0,0,0,0,0,0,2,2,0,1,5,8,1,1,0,0,0,1,2,6,0,1,1,1
1328,tezlashtir,uyaltir,VERB,396,irr,high,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,1,2,2,0,1,0,1
1329,uyg'unlashtir,yakunlash,VERB,335,irr,oov,0,3,0,0,0,0,0,0,2,2,1,3,1,2,1,2,0,1,2,2,0,1,1,2
