ID,Word-1,Word-2,Relation,POS,sim_avg,rel_avg,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11
1745,muallima,ayol,mer,NOUN,3.73,7.82,4,5,5,2,3,5,3,2,2,4,6,9,9,7,8,8,9,8,7,8,7,6
1746,pivo,alkogol,mer,NOUN,4.73,7.64,4,5,5,3,5,7,4,4,4,6,5,8,8,7,10,9,8,6,6,6,8,8
1747,bosmaxona,kitob,mer,NOUN,2.82,7.91,2,3,4,3,4,3,5,1,1,3,2,8,8,9,8,9,10,9,6,6,6,8
1748,piyola,choynak,mer,NOUN,2.09,8.00,3,2,4,3,2,2,1,1,1,2,2,8,8,9,7,7,9,9,7,6,10,8
1749,mundarija,kitob,mer,NOUN,2.64,7.27,5,2,3,3,2,2,2,1,1,5,3,8,8,8,7,9,6,7,7,6,6,8
1750,tenglama,matematika,mer,NOUN,3.82,8.00,5,3,4,5,2,2,6,3,4,4,4,9,8,9,8,8,9,8,7,7,6,9
1751,to'shak,yotoqxona,mer,NOUN,2.73,6.18,2,3,3,3,3,5,3,2,1,2,3,6,7,7,6,5,7,5,6,6,5,8
1752,chashma,buloq,mer,NOUN,8.09,9.18,9,8,9,10,10,8,8,7,6,8,6,10,9,9,10,10,9,11,9,7,9,8
1753,qarish,fiziologiya,mer,NOUN,3.09,7.18,3,4,3,4,2,4,2,3,3,2,4,9,9,6,8,8,8,8,7,5,6,5
1754,geometriya,shakl,mer,NOUN,2.91,8.27,2,3,3,3,3,5,3,3,3,2,2,9,8,7,9,9,10,7,10,8,6,8
1755,bankrotlik,iqtisodiyot,mer,NOUN,3.18,7.91,3,4,3,4,2,6,4,2,2,3,2,8,10,9,7,8,7,9,8,7,6,8
1756,jabrlanuvchi,sud,mer,NOUN,2.55,7.00,2,3,3,3,3,2,3,2,1,5,1,5,7,8,8,7,9,6,6,5,7,9
1757,bachadon,xomila,mer,NOUN,2.91,9.00,2,3,4,3,3,2,3,2,3,3,4,9,7,9,10,10,9,9,10,9,9,8
1758,vasiyatnoma,merosxo'r,mer,NOUN,2.36,7.91,3,3,4,4,3,1,2,2,1,1,2,9,9,10,8,8,7,6,7,6,8,9
1759,vodorod,gaz,mer,NOUN,5.36,7.55,7,6,5,7,6,6,3,4,5,4,6,9,7,7,8,9,8,6,7,8,8,6
1760,kardiologiya,yurak,mer,NOUN,3.27,9.00,3,4,4,4,3,3,5,2,2,2,4,8,10,9,9,10,10,10,7,10,8,8
1761,radiotexnika,aloqa,mer,NOUN,5.00,7.18,6,4,7,7,7,4,3,6,4,3,4,9,8,8,8,8,8,5,6,5,5,9
1762,antenna,signal,mer,NOUN,2.64,7.91,2,4,3,3,3,1,1,3,1,4,4,8,7,9,7,9,9,7,7,7,8,9
1763,tomoq,qizilo'ngach,mer,NOUN,4.27,7.82,3,6,5,4,4,6,3,2,5,6,3,9,8,8,8,8,7,8,8,6,8,8
1764,novda,buta,mer,NOUN,4.91,6.91,4,5,4,5,7,6,5,4,3,6,5,7,7,6,8,8,8,7,6,5,6,8
1765,kungaboqar,quyosh,mer,NOUN,2.73,7.55,2,4,3,2,3,4,1,1,1,5,4,7,8,8,7,8,9,6,5,9,8,8
1766,kulrang,metal,mer,NOUN,1.82,5.18,2,3,2,2,2,1,2,1,3,2,0,7,6,4,6,5,4,5,5,4,7,4
1767,sovutgich,oshxona,mer,NOUN,2.00,5.45,2,3,3,3,3,1,2,1,0,1,3,5,4,7,6,6,6,6,4,5,4,7
1768,masalliq,yegulik,mer,NOUN,4.82,7.09,5,5,7,4,7,5,5,3,4,4,4,9,8,8,8,6,7,7,6,5,6,8
1769,duradgorlik,randa,mer,NOUN,2.27,7.45,2,4,2,3,2,1,3,1,2,4,1,8,9,6,8,8,7,8,6,7,7,8
1770,ekipaj,samolyot,mer,NOUN,2.36,8.73,3,3,3,5,3,2,3,1,1,1,1,9,9,9,8,10,9,10,8,9,7,8
1771,muxolif,siyosat,mer,NOUN,2.55,7.82,3,3,3,3,3,2,3,1,2,2,3,7,9,7,8,9,8,7,9,7,6,9
1772,radiatsiya,kimyoviy modda,mer,NOUN,3.27,6.91,4,4,3,5,2,2,2,4,5,4,1,6,8,7,8,8,8,5,8,6,7,5
1773,vorislik,merosxo'r,mer,NOUN,8.36,9.27,9,7,9,10,9,8,9,8,10,6,7,10,9,9,10,9,8,10,9,10,7,11
1774,meteorologiya,atmosfera,mer,NOUN,5.36,7.73,4,6,4,4,4,7,6,7,6,5,6,9,8,9,9,8,7,9,6,5,7,8
1775,tug'ruqxona,go'dak,mer,NOUN,2.64,7.82,2,4,4,3,3,2,4,1,1,2,3,8,8,8,8,9,9,10,6,6,7,7
1776,mushoira,she'riyat,mer,NOUN,7.55,8.73,9,5,7,8,8,8,9,7,6,8,8,9,9,9,8,10,10,10,8,8,6,9
1777,anhor,suv,mer,NOUN,2.55,7.36,3,5,3,3,3,1,2,1,2,2,3,7,9,8,7,9,9,5,6,6,9,6
1778,bo'sag'a,eshik,mer,NOUN,2.09,7.36,2,3,3,3,3,2,3,1,1,1,1,7,9,8,8,8,8,5,6,8,6,8
1779,koptok,basketbol,mer,NOUN,2.18,6.73,2,4,3,4,3,1,2,1,1,2,1,7,8,5,6,7,7,8,7,6,5,8
1780,vulqon,tog',mer,NOUN,2.82,7.82,5,3,3,3,4,2,3,1,2,2,3,9,9,8,8,8,9,6,7,8,8,6
1781,novvoyxona,non,mer,NOUN,3.18,7.82,2,4,4,3,3,4,2,2,3,2,6,8,7,8,8,8,9,10,6,6,8,8
1782,kiprik,ko'z,mer,NOUN,2.73,7.55,3,5,3,4,3,2,2,1,1,2,4,9,8,7,8,8,7,6,7,10,6,7
1783,langar,kema,mer,NOUN,2.45,8.64,1,4,3,3,3,2,3,1,2,3,2,8,9,8,8,10,8,10,9,9,8,8
1784,shajara,sulola,mer,NOUN,6.91,8.36,6,6,5,6,8,6,8,9,9,5,8,9,10,7,8,9,9,9,6,10,6,9
1785,kotiba,ayol,mer,NOUN,2.55,6.55,2,3,4,4,3,1,3,2,2,2,2,6,6,9,6,6,5,6,7,6,8,7
1786,choynak,piyola,mer,NOUN,1.91,8.55,0,4,3,3,2,1,3,1,2,1,1,10,9,9,8,8,9,8,7,8,9,9
1787,murabbo,qiyom,mer,NOUN,3.64,7.64,6,2,4,5,3,4,4,3,4,2,3,9,8,8,8,7,8,7,7,6,8,8
1788,mayoq,chiroq,mer,NOUN,4.73,7.27,3,6,3,3,7,7,3,3,4,6,7,6,9,7,6,8,9,7,6,6,8,8
1789,mehrob,ibodatxona,mer,NOUN,3.73,7.18,3,5,4,4,6,6,3,2,2,4,2,8,9,6,6,8,8,6,6,6,8,8
1790,radiator,mashina,mer,NOUN,2.27,7.36,2,4,3,3,3,1,2,2,1,2,2,7,8,8,7,6,9,6,7,6,8,9
1791,fonetika,tovush,mer,NOUN,6.00,8.82,6,8,8,5,4,6,8,6,6,5,4,9,9,8,9,9,10,10,9,9,7,8
1792,ipakchilik,pilla,mer,NOUN,3.55,8.45,2,4,3,3,4,2,5,2,2,6,6,7,10,8,8,9,9,10,7,8,8,9
1793,hromosoma,oqsil,mer,NOUN,6.09,8.36,6,7,5,8,8,7,5,6,4,7,4,9,9,9,10,9,8,8,9,6,8,7
1794,chuchvara,xamir,mer,NOUN,3.55,6.55,2,3,4,3,3,5,6,2,2,3,6,6,8,5,6,6,9,7,5,5,7,8
1795,masnaviy,bayt,mer,NOUN,5.55,8.18,4,5,5,6,6,6,5,6,7,5,6,8,10,8,8,10,7,9,9,9,6,6
1796,svetofor,yo'l,mer,NOUN,2.09,6.64,2,3,3,3,3,2,3,1,1,1,1,6,8,6,7,9,7,5,7,6,6,6
1797,tirqish,teshik,mer,NOUN,4.91,7.82,7,6,4,5,6,6,4,3,6,3,4,8,8,8,8,9,9,10,6,7,7,6
1798,tuyaqush,qanot,mer,NOUN,2.27,6.55,3,3,3,3,3,1,3,1,0,4,1,7,7,8,6,5,6,8,4,6,7,8
1799,sanchiq,oshxona,mer,NOUN,1.73,6.18,2,2,4,3,2,3,1,1,0,0,1,6,6,8,8,7,6,5,5,4,5,8
1800,sarpo,kuylak,mer,NOUN,4.64,7.64,4,6,3,5,4,7,5,4,3,3,7,9,8,8,6,9,8,8,7,6,6,9
1801,zambarak,o'q,mer,NOUN,3.18,8.27,4,3,3,3,2,6,2,2,4,4,2,9,9,8,7,7,10,6,7,10,9,9
1802,teplovoz,poyezd,mer,NOUN,6.45,8.36,6,6,6,5,5,7,8,6,8,6,8,10,8,8,8,10,7,7,7,10,8,9
1803,turshak,o'rik,mer,NOUN,6.36,8.91,5,5,7,8,7,5,8,7,6,8,4,9,10,9,10,8,9,10,9,9,7,8
1804,kepak,bug'doy,mer,NOUN,4.36,7.18,3,4,4,4,3,6,5,4,4,5,6,5,9,8,7,6,7,8,6,8,8,7
1805,keramika,tuproq,mer,NOUN,3.45,6.91,3,3,6,6,3,4,3,3,2,2,3,8,8,8,8,9,8,5,6,5,6,5
1806,manti,xamir,mer,NOUN,2.64,7.45,5,4,3,3,3,1,2,2,2,2,2,9,8,8,5,7,9,6,5,9,8,8
1807,ojiza,ayol,mer,NOUN,2.64,7.00,3,4,3,3,3,2,2,2,1,4,2,6,8,7,6,8,8,6,6,5,8,9
1808,muazzin,azon,mer,NOUN,2.55,8.91,3,3,3,4,3,3,3,1,1,2,2,7,10,9,10,10,9,10,8,9,8,8
1809,nashriyot,kitob,mer,NOUN,2.73,7.64,3,3,4,3,2,5,3,1,2,2,2,6,8,8,9,8,8,8,7,6,8,8
1810,rohiba,ibodatxona,mer,NOUN,2.55,7.55,5,3,4,3,3,2,2,1,1,2,2,9,7,8,6,8,9,6,6,8,9,7
1811,mizoj,savdo,mer,NOUN,2.64,8.00,2,2,3,3,3,4,2,2,1,4,3,7,7,9,8,9,9,7,9,7,8,8
1812,surrogat,ayol,mer,NOUN,2.18,5.73,3,3,3,3,3,1,2,1,1,2,2,6,7,8,6,5,4,5,4,5,8,5
1813,oltiburchak,yon tomon,mer,NOUN,2.27,6.00,2,3,3,3,3,1,3,1,2,2,2,8,6,7,7,5,8,4,5,4,5,7
1814,g'avvos,okean,mer,NOUN,2.27,7.73,3,3,3,3,2,3,2,1,1,2,2,6,9,8,9,8,10,8,6,6,7,8
1815,valiaxt,voris,mer,NOUN,4.82,7.91,7,5,6,3,3,5,4,4,6,7,3,9,9,9,7,8,9,6,6,8,8,8
1816,xo'tik,eshak,mer,NOUN,7.73,8.45,8,8,8,9,7,8,9,7,6,7,8,9,10,8,9,9,10,6,8,9,6,9
1817,zobit,jang,mer,NOUN,3.00,7.82,5,3,3,3,2,5,3,1,2,4,2,9,10,8,6,8,10,7,6,8,7,7
1818,karam,yaproq,mer,NOUN,2.18,6.45,3,2,3,3,3,1,2,1,3,1,2,6,8,8,7,6,7,6,6,6,5,6
1819,kundoshlik,xotin,mer,NOUN,1.91,6.36,2,2,3,3,3,0,2,1,1,2,2,8,6,7,8,6,5,4,6,4,8,8
1820,payraha,dasta,mer,NOUN,1.82,4.55,2,2,2,3,3,0,3,2,2,0,1,4,4,6,4,5,3,5,6,6,2,5
1821,qarag'ayzor,o'rmon,mer,NOUN,6.45,8.09,6,7,7,4,5,8,7,7,6,8,6,8,9,8,7,8,9,8,7,8,9,8
1822,qo'shnilik,uy,mer,NOUN,1.91,6.55,2,1,3,3,3,2,2,1,1,2,1,6,6,7,7,6,7,6,5,8,8,6
1823,tabibchilik,dori,mer,NOUN,2.18,7.18,2,3,4,4,3,2,0,1,1,2,2,7,7,8,8,6,5,9,6,6,9,8
1824,tarozibon,tarozi,mer,NOUN,2.64,8.09,2,3,4,3,3,2,4,1,2,3,2,9,9,7,8,9,9,8,7,6,8,9
1825,toshbo'ron,tosh,mer,NOUN,2.55,7.09,2,3,3,3,3,4,3,1,1,2,3,6,8,8,7,6,9,5,5,8,7,9
1826,ufq,osmon,mer,NOUN,6.27,8.45,5,4,5,6,7,4,8,8,6,8,8,8,10,8,7,8,8,10,8,8,9,9
1827,zo'ravon,bosqinchi,mer,NOUN,4.73,7.73,3,5,7,5,4,5,6,4,5,4,4,8,6,9,7,8,9,8,7,8,7,8
1828,guruhla,birlashtir,mer,VERB,6.36,7.18,7,8,5,8,6,7,5,4,4,8,8,7,8,7,8,7,8,6,6,6,8,8
1829,uyg'unlashtir,muvofiqlashtirish,mer,VERB,7.73,8.55,8,8,9,9,9,8,6,7,8,5,8,9,8,10,7,10,8,8,9,9,8,8
1830,aniqlashtir,tekshirtir,mer,VERB,4.73,5.91,4,4,4,5,4,7,3,5,3,6,7,7,6,5,6,5,8,4,5,5,6,8
1831,sezish,his qil,mer,VERB,6.45,7.36,7,8,7,8,8,7,4,4,6,4,8,7,9,8,9,9,9,5,6,5,6,8
1832,uyaltir,qizartir,mer,VERB,5.18,6.55,6,4,6,3,7,7,4,3,6,5,6,5,6,7,7,8,8,5,5,7,6,8
1833,shudgorlan,dala xaydash,mer,VERB,6.82,8.09,8,8,6,7,8,5,8,7,8,4,6,10,9,7,9,7,8,9,8,8,6,8
1834,ho'ngra,yig'la,mer,VERB,5.64,7.36,4,7,8,6,4,8,4,4,4,6,7,8,8,9,7,8,9,5,6,5,8,8
1835,ho'pla,ich,mer,VERB,4.64,6.91,3,7,6,4,4,7,6,4,3,3,4,6,8,8,6,6,8,8,6,5,7,8
1836,o'qtal,otish,mer,VERB,2.00,5.00,1,3,3,1,3,1,2,4,1,2,1,3,5,4,4,7,6,6,6,4,7,3
1837,tamshan,yeyish,mer,VERB,4.82,7.36,3,6,7,5,4,5,5,4,3,5,6,8,8,8,8,8,8,8,6,5,6,8
1838,tambala,berkit,mer,VERB,4.73,7.00,6,6,5,3,3,6,5,5,3,6,4,8,8,6,5,5,8,8,7,7,8,7
1839,ayqash,aralash,mer,VERB,6.36,7.09,8,8,7,6,7,8,5,6,4,7,4,9,9,7,7,6,8,6,5,5,8,8
1840,egarlan,jabduqlan,mer,VERB,8.36,9.00,9,9,9,9,10,7,8,8,7,8,8,9,9,10,9,9,8,10,9,9,9,8
1841,ixtisoslan,mo'ljallan,mer,VERB,5.73,7.45,5,6,6,7,6,5,5,4,4,7,8,8,9,8,8,8,5,7,6,6,9,8
1842,loyqalat,to'zgit,mer,VERB,3.91,6.91,4,6,4,5,6,3,2,3,3,2,5,9,9,7,7,8,5,5,5,5,7,9
1843,randala,arrala,mer,VERB,4.91,7.27,7,7,4,4,3,4,4,4,3,7,7,9,9,5,6,8,5,9,6,7,8,8
1844,katta,yaqin,irr,ADJ,0.55,1.09,0,0,0,0,0,2,0,1,0,2,1,1,0,0,1,0,2,0,3,1,2,2
1845,iqtisodiy,mafkuraviy,irr,ADJ,0.73,1.55,0,0,0,1,0,3,2,1,0,0,1,0,0,0,1,0,3,4,2,3,0,4
1846,yuksak,qiziqqon,irr,ADJ,0.45,0.73,1,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,2,1,0,1,1,2
1847,yagona,chiroyli,irr,ADJ,0.64,1.00,0,0,0,0,0,2,1,0,0,2,2,1,0,1,0,1,0,2,1,1,2,2
1848,boshlang'ich,doimiy,irr,ADJ,1.00,0.91,0,0,0,0,1,2,2,1,0,2,3,1,0,1,0,1,2,2,1,1,1,0
1849,muqaddas,ilg'or,irr,ADJ,0.36,0.64,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,1,0,1,2,1
1850,xaqiqiy,zamonaviy,irr,ADJ,1.45,2.45,1,0,0,2,0,3,3,1,1,2,3,4,1,2,4,1,1,5,2,2,2,3
1851,keskin,sobiq,irr,ADJ,0.36,0.82,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,3,2,0,0,1,2
1852,sovuq,xolis,irr,ADJ,0.45,0.73,1,0,0,0,0,1,0,0,0,0,3,4,0,0,0,0,2,1,0,0,1,0
1853,sodda,zaif,irr,ADJ,1.09,2.55,0,0,0,1,3,1,3,1,0,0,3,1,1,2,1,5,4,4,1,2,3,4
1854,gavjum,yorqin,irr,ADJ,0.73,1.27,3,0,0,0,0,2,1,0,0,1,1,3,1,1,0,1,1,2,1,1,2,1
1855,kambag'al,tekin,irr,ADJ,1.64,2.09,1,1,2,1,1,4,2,1,0,2,3,2,1,3,1,1,4,2,1,2,2,4
1856,badavlat,qurumsoq,irr,ADJ,0.73,3.27,1,0,1,0,0,0,2,1,0,1,2,2,4,2,3,2,5,5,2,2,5,4
1857,harom,tekis,irr,ADJ,0.27,0.36,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,2,1
1858,samoviy,umumiy,irr,ADJ,0.82,1.18,1,0,0,0,0,1,1,1,1,2,2,2,0,1,1,0,3,1,2,0,2,1
1859,yaltiroq,yupqa,irr,ADJ,0.45,0.91,1,0,0,0,0,2,2,0,0,0,0,1,0,1,1,0,3,2,0,1,0,1
1860,mayda,qalin,irr,ADJ,0.73,2.36,1,0,0,0,0,2,1,1,0,0,3,2,3,1,1,5,3,1,3,4,1,2
1861,tansiq,quyuq,irr,ADJ,1.09,1.64,1,0,1,1,1,1,1,1,0,2,3,2,1,1,1,2,3,2,2,1,2,1
1862,dangasa,dovyurak,irr,ADJ,0.18,0.82,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,2,0,1,3,1
1863,surunkali,erta,irr,ADJ,1.18,2.00,2,0,0,0,2,1,1,1,1,2,3,4,0,1,1,2,3,2,2,2,2,3
1864,arzanda,malakali,irr,ADJ,0.45,0.64,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,2,0,0,1,1
1865,mujmal,dangasa,irr,ADJ,0.91,0.82,0,0,0,0,2,3,2,0,0,2,1,0,0,0,0,2,1,2,0,1,2,1
1866,sadoqatli,nomusli,irr,ADJ,1.55,4.00,1,4,0,3,1,2,0,1,0,2,3,3,4,6,3,2,4,6,5,4,5,2
1867,ohangdor,baland,irr,ADJ,2.36,3.91,3,4,1,1,4,1,2,2,1,5,2,6,2,3,2,5,3,5,3,2,6,6
1868,dardmand,kambag'al,irr,ADJ,0.64,1.64,1,0,1,1,0,1,0,1,1,0,1,2,0,2,1,2,3,2,1,3,0,2
1869,yumuq,shijoatli,irr,ADJ,0.55,0.55,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,1,1,0,0,2,2
1870,ezma,jizzaki,irr,ADJ,1.36,1.91,1,0,2,1,1,2,2,1,0,2,3,2,2,2,1,1,1,4,1,1,2,4
1871,hayosiz,mevasiz,irr,ADJ,0.64,0.73,1,0,0,0,0,1,0,0,0,2,3,2,0,0,0,0,2,0,0,0,2,2
1872,chapdast,ilmsiz,irr,ADJ,0.27,0.36,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,2,0,0,1,0
1873,sustkash,darmonsiz,irr,ADJ,1.82,3.82,1,0,2,2,1,3,1,3,2,2,3,2,2,3,4,3,3,5,5,5,5,5
1874,kamhosil,mustaqil,irr,ADJ,0.18,0.27,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1
1875,qiltiriq,jasoratli,irr,ADJ,0.73,1.55,0,0,0,0,0,1,1,1,1,2,2,1,1,2,1,1,2,1,2,2,2,2
1876,unumsiz,dardli,irr,ADJ,0.55,0.55,0,0,0,0,2,0,1,0,0,2,1,0,0,0,0,2,0,0,0,0,2,2
1877,yangi,yorqin,irr,ADJ,0.73,1.36,0,0,0,0,0,2,1,0,1,2,2,2,0,0,1,1,2,1,1,2,3,2
1878,jamiyat,ko'cha,irr,NOUN,0.91,1.45,3,0,0,0,0,1,1,0,1,1,3,2,1,1,3,1,1,1,1,1,2,2
1879,talaba,mahalla,irr,NOUN,0.27,0.27,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
1880,poytaxt,yo'llar,irr,NOUN,1.18,1.91,0,1,0,0,2,3,2,1,1,2,1,1,2,1,1,3,5,1,1,2,2,2
1881,uyushma,hajm,irr,NOUN,0.09,0.55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,2
1882,mintaqa,imtihon,irr,NOUN,0.09,0.55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,0,0,0,1
1883,muloqot,uchrashuv,irr,NOUN,4.27,5.91,3,6,2,6,5,5,6,3,2,6,3,5,4,4,7,7,8,5,4,6,7,8
1884,teatr,bino,irr,NOUN,1.45,6.64,3,0,3,1,2,1,2,1,0,2,1,8,4,7,6,8,8,8,8,4,5,7
1885,birlashma,ishtiyoq,irr,NOUN,0.09,0.27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1886,saroy,daryo,irr,NOUN,0.36,0.64,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,2,1,0,1,2,1
1887,jadval,tugunlari,irr,NOUN,0.91,2.64,2,0,0,0,2,1,1,1,0,0,3,4,3,1,1,3,2,4,2,3,4,2
1888,insoniyat,ruxiyat,irr,NOUN,1.73,4.00,3,1,3,1,1,1,3,1,1,3,1,6,3,4,2,2,6,5,3,3,6,4
1889,topshiriq,ishora,irr,NOUN,0.73,1.27,0,0,0,0,0,2,1,1,0,2,2,1,0,1,0,1,3,2,2,1,2,1
1890,timsol,tashvish,irr,NOUN,0.36,0.45,0,0,0,0,0,1,0,0,0,2,1,0,0,0,2,0,1,0,0,0,0,2
1891,havza,barg,irr,NOUN,0.73,1.45,0,0,0,0,2,2,1,0,0,2,1,1,0,1,0,2,4,2,0,0,4,2
1892,poydevor,sahro,irr,NOUN,0.36,0.55,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,2,1,0,0,2,1
1893,issiqlik,sayyora,irr,NOUN,1.00,2.09,1,0,0,1,0,2,2,1,1,2,1,4,1,2,4,1,3,3,1,2,1,1
1894,oshxona,tarmoq,irr,NOUN,0.45,1.36,0,0,0,0,1,1,0,0,0,1,2,1,0,1,0,2,4,2,0,2,1,2
1895,idish,yoqilg'i,irr,NOUN,1.45,5.73,2,0,0,4,3,1,1,0,2,2,1,6,4,4,5,7,7,5,4,6,8,7
1896,sado,raketa,irr,NOUN,0.82,1.73,2,0,0,1,1,1,1,0,0,1,2,2,0,2,1,2,1,3,2,2,1,3
1897,maosh,tuhfa,irr,NOUN,0.64,1.45,0,0,0,0,0,2,1,0,0,2,2,1,0,1,1,0,4,1,1,1,2,4
1898,eksponat,koptok,irr,NOUN,0.45,0.64,1,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,2,1,0,1,1,1
1899,bayonot,tavsifnoma,irr,NOUN,3.82,6.00,3,5,6,5,3,3,4,2,4,2,5,6,7,7,6,5,6,6,4,5,6,8
1900,iymon,buyruq,irr,NOUN,0.73,0.45,0,0,0,0,0,3,1,0,0,2,2,0,0,0,0,1,0,2,0,0,2,0
1901,uyg'onish,yangilik,irr,NOUN,0.73,1.45,0,0,0,1,1,2,1,0,1,2,0,2,0,1,1,1,2,2,1,2,2,2
1902,ishsizlik,tannarx,irr,NOUN,0.64,1.27,1,0,0,0,0,1,1,0,1,0,3,3,0,1,0,0,2,1,1,4,2,0
1903,hirmon,manzara,irr,NOUN,0.36,0.55,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,1,0,1,2,1
1904,aziyat,suhbat,irr,NOUN,0.55,0.55,0,0,0,0,2,0,1,0,0,0,3,0,0,1,0,2,2,1,0,0,0,0
1905,qatag'on,arxeologiya,irr,NOUN,0.45,0.64,1,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,3,1,0,0,1,1
1906,peshona,buyrak,irr,NOUN,0.82,3.45,1,0,0,0,0,2,0,1,1,3,1,4,2,2,3,3,5,6,2,3,2,6
1907,qazilma,o'ymakorlik,irr,NOUN,0.36,0.82,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,3,1,1,0,1,2,1
1908,tabobat,vena,irr,NOUN,0.82,2.45,0,0,0,1,0,2,0,0,1,3,2,2,4,1,1,4,4,4,1,1,3,2
1909,kaft,tasma,irr,NOUN,0.64,1.27,1,0,1,0,1,1,0,0,0,2,1,0,1,2,1,3,1,0,1,3,1,1
1910,ulamo,fazo,irr,NOUN,0.18,0.55,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1
1911,sayyod,uy,irr,NOUN,0.55,0.64,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,1,1,1,2,2
1912,imlo,xati,irr,NOUN,3.27,6.64,1,5,4,4,3,2,5,2,5,2,3,8,4,7,6,8,8,7,5,8,6,6
1913,shaftoli,yog'och,irr,NOUN,0.45,0.82,0,0,0,2,0,2,0,0,0,0,1,0,0,0,2,0,2,1,1,1,0,2
1914,kunchiqar,element,irr,NOUN,0.73,1.36,0,0,0,0,0,1,2,2,1,2,0,0,0,1,1,0,2,2,4,1,2,2
1915,novda,ekinzor,irr,NOUN,1.55,4.36,2,0,2,1,2,1,1,2,1,3,2,6,5,3,2,4,6,4,4,3,6,5
1916,duradgorlik,kashta,irr,NOUN,0.45,1.00,0,0,0,0,0,3,0,0,0,1,1,0,1,2,0,1,0,1,0,1,2,3
1917,o'g'rilik,xo'jalik,irr,NOUN,0.36,0.91,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,2,2,2,1,1,2
1918,burgut,toshloq,irr,NOUN,1.09,2.55,1,0,2,0,1,1,1,0,2,2,2,4,1,3,1,1,4,2,2,2,3,5
1919,vulqon,havo,irr,NOUN,0.64,1.45,0,0,0,0,1,1,0,0,1,3,1,1,0,0,1,2,4,1,1,3,1,2
1920,keksalik,mehnat,irr,NOUN,1.00,2.27,3,0,0,0,1,1,3,0,1,1,1,3,1,1,1,3,3,4,3,2,3,1
1921,jumboq,xarakat,irr,NOUN,0.36,0.91,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,2,2,1,1,2
1922,chayon,qanotlari,irr,NOUN,0.45,0.82,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,2,1,0,1,1,2
1923,marvarid,giyohlar,irr,NOUN,0.55,0.55,2,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,1,1,0,1,1,1
1924,choynak,qoshiq,irr,NOUN,1.18,4.45,1,2,1,0,0,3,1,0,0,2,3,5,6,2,2,5,6,6,2,3,6,6
1925,mayoq,masofa,irr,NOUN,1.55,4.00,1,0,1,1,2,1,2,3,0,4,2,2,3,5,4,6,5,4,5,2,6,2
1926,tuvak,qopqoq,irr,NOUN,0.91,2.73,1,0,0,1,1,1,1,0,0,2,3,1,2,1,2,4,2,4,4,3,2,5
1927,zabon,musqia,irr,NOUN,0.45,2.45,0,0,1,0,0,1,0,0,0,2,1,3,4,2,3,4,3,2,1,1,2,2
1928,arifmetika,mantiq,irr,NOUN,2.91,5.45,3,1,5,1,2,2,5,2,4,2,5,6,6,6,6,4,6,5,5,6,6,4
1929,hotima,piyoda,irr,NOUN,0.18,0.73,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0,1,1,2
1930,dovul,to'lqin,irr,NOUN,3.18,4.82,3,3,4,5,3,2,4,1,4,2,4,7,3,6,4,4,7,6,3,5,5,3
1931,zambarak,mashina,irr,NOUN,0.73,2.55,0,0,0,1,2,2,0,1,0,0,2,2,1,1,2,2,5,2,2,4,2,5
1932,turshak,olov,irr,NOUN,0.36,0.45,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,2,2
1933,gumashta,xamroh,irr,NOUN,1.82,4.00,2,0,0,1,4,4,3,0,2,0,4,4,2,2,3,5,5,6,6,5,2,4
